Instrument,SoldQuantity,BuyAvg,BuyValue,SellAvg,SellValue,NetRealizedPnL,RealisedGLPerc,CloseQuantityAsOnLastDay,BuyAvgOpenPrice,SellAvgPrice,CMP,NetUnrealizedPnL,NetUnrealizedPnlPerc,TotalGL,TotalGLPerc,DayGL,DayGLPerc,AssetType
M&M-OPT-25Mar2021-CE-900-NSE,1400,0.91,1274,25.96,36344,35070,96.49%,0,0,0,0,0,0,35070,2752.75%,,%,FnO
M&M-OPT-28Jan2021-CE-720-NSE,5600,28.18,157808,42.98,240688,82880,52.52%,0,0,0,0,0,0,82880,52.52%,,%,FnO
M&MFIN-FUT-30Jul2020-NSE,42000,194.25,8158290,197.84,8309280,150990,1.85%,0,0,0,0,0,0,150990,1.85%,,%,FnO
M&MFIN-OPT-30Jul2020-CE-200-NSE,21000,12.8,268800,16.45,345345,76545,28.48%,0,0,0,0,0,0,76545,28.48%,,%,FnO
MARUTI-FUT-24Sep2020-NSE,900,7095.44,6385899,7162.58,6446322,60423,0.94%,0,0,0,0,0,0,60423,0.95%,,%,FnO
MARUTI-FUT-25Jun2020-NSE,900,5663.38,5097039,5741.57,5167413,70374,1.37%,0,0,0,0,0,0,70374,1.38%,,%,FnO
MARUTI-FUT-27Aug2020-NSE,600,7117.7,4270620,6814.81,4088886,-181734,-4.44%,0,0,0,0,0,0,-181734,-4.26%,,%,FnO
MARUTI-OPT-24Sep2020-CE-6800-NSE,300,17.54,5262,45.77,13731,8469,61.68%,0,0,0,0,0,0,8469,160.95%,,%,FnO
MARUTI-OPT-24Sep2020-CE-7400-NSE,300,13.19,3957,88.63,26589,22632,85.12%,0,0,0,0,0,0,22632,571.95%,,%,FnO
MARUTI-OPT-24Sep2020-PE-6800-NSE,300,370.51,111153,66.65,19995,-91158,-455.90%,0,0,0,0,0,0,-91158,-82.01%,,%,FnO
MARUTI-OPT-27Aug2020-PE-6200-NSE,300,16.79,5037,90.56,27168,22131,81.46%,0,0,0,0,0,0,22131,439.37%,,%,FnO
MARUTI-OPT-27Aug2020-PE-6500-NSE,300,10.28,3084,100.21,30063,26979,89.74%,0,0,0,0,0,0,26979,874.81%,,%,FnO
MARUTI-OPT-27Aug2020-PE-6700-NSE,300,12.82,3846,84.73,25419,21573,84.87%,0,0,0,0,0,0,21573,560.92%,,%,FnO
MARUTI-OPT-27Aug2020-PE-6900-NSE,600,35.22,21129,55.22,33129,12000,36.22%,0,0,0,0,0,0,12000,56.79%,,%,FnO
MARUTI-OPT-28May2020-CE-5500-NSE,500,33,16500,71.74,35870,19370,54.00%,0,0,0,0,0,0,19370,117.39%,,%,FnO
MARUTI-OPT-28May2020-PE-4500-NSE,500,97.34,48670,74.74,37370,-11300,-30.24%,0,0,0,0,0,0,-11300,-23.22%,,%,FnO
MARUTI-OPT-31Dec2020-PE-7800-NSE,1000,262.39,262390,217.19,217190,-45200,-17.23%,0,0,0,0,0,0,-45200,-17.23%,,%,FnO
MCDOWELL-N-FUT-28Jan2021-NSE,7500,624.88,4686562.5,627.6,4706962.5,20400,0.44%,0,0,0,0,0,0,20400,0.44%,,%,FnO
MFSL-FUT-25Feb2021-NSE,3900,800.12,3120468,804.8,3138720,18252,0.58%,0,0,0,0,0,0,18252,0.58%,,%,FnO
MFSL-FUT-26Nov2020-NSE,3900,626.77,2444403,624.6,2435940,-8463,-0.35%,0,0,0,0,0,0,-8463,-0.35%,,%,FnO
MFSL-FUT-31Dec2020-NSE,5200,663.06,3447912,662.71,3446092,-1820,-0.05%,0,0,0,0,0,0,-1820,-0.05%,,%,FnO
MFSL-OPT-25Feb2021-CE-840-NSE,3900,18.03,70317,15.47,60333,-9984,-14.20%,0,0,0,0,0,0,-9984,-14.20%,,%,FnO
MFSL-OPT-26Nov2020-CE-630-NSE,3900,13.76,53664,11.87,46293,-7371,-15.92%,0,0,0,0,0,0,-7371,-13.74%,,%,FnO
MFSL-OPT-28Jan2021-CE-700-NSE,10400,33.5,348400,35.54,369655,21255,6.10%,0,0,0,0,0,0,21255,6.10%,,%,FnO
MFSL-OPT-31Dec2020-CE-720-NSE,5200,0.11,572,6.98,36296,35724,98.42%,0,0,0,0,0,0,35724,6245.45%,,%,FnO
MGL-FUT-24Sep2020-NSE,5400,887.36,4791768,892.07,4817172,25404,0.53%,0,0,0,0,0,0,25404,0.53%,,%,FnO
MGL-FUT-26Nov2020-NSE,2400,837.3,2009520,838.8,2013120,3600,0.18%,0,0,0,0,0,0,3600,0.18%,,%,FnO
MGL-FUT-30Jul2020-NSE,1800,1050.37,1890666,1054.22,1897596,6930,0.37%,0,0,0,0,0,0,6930,0.37%,,%,FnO
MGL-OPT-25Feb2021-CE-1200-NSE,4200,45.06,189252,47.97,201474,12222,6.46%,0,0,0,0,0,0,12222,6.46%,,%,FnO
MINDTREE-OPT-24Sep2020-CE-1240-NSE,4800,35.04,168192,37,177600,9408,5.59%,0,0,0,0,0,0,9408,5.59%,,%,FnO
MOTHERSUMI-OPT-25Jun2020-PE-100-NSE,20000,5.51,110200,5.19,103800,-6400,-5.81%,0,0,0,0,0,0,-6400,-5.81%,,%,FnO
MOTHERSUMI-OPT-27Aug2020-PE-110-NSE,21000,5.66,118860,5.99,125790,6930,5.83%,0,0,0,0,0,0,6930,5.83%,,%,FnO
MRF-FUT-28Jan2021-NSE,20,79824.94,1596498.8,81820.18,1636403.6,39904.8,2.50%,0,0,0,0,0,0,39904.8,2.50%,,%,FnO
MUTHOOTFIN-FUT-24Sep2020-NSE,1500,1128.17,1692255,1125.62,1688430,-3825,-0.23%,0,0,0,0,0,0,-3825,-0.23%,,%,FnO
MUTHOOTFIN-OPT-27Aug2020-CE-1300-NSE,4500,80.17,360765,34.84,156780,-203985,-56.54%,0,0,0,0,0,0,-203985,-56.54%,,%,FnO
MUTHOOTFIN-OPT-28Jan2021-CE-1300-NSE,4500,51.16,230220,59.52,267840,37620,16.34%,0,0,0,0,0,0,37620,16.34%,,%,FnO
MUTHOOTFIN-OPT-30Jul2020-CE-1200-NSE,9000,55.16,496440,50.32,452880,-43560,-9.55%,0,0,0,0,0,0,-43560,-8.77%,,%,FnO
MUTHOOTFIN-OPT-30Jul2020-CE-1260-NSE,4500,41.01,184545,49.82,224190,39645,21.48%,0,0,0,0,0,0,39645,21.48%,,%,FnO
NATIONALUM-FUT-25Feb2021-NSE,34000,52.41,1781940,53.59,1822060,40120,2.25%,0,0,0,0,0,0,40120,2.25%,,%,FnO
NCC-FUT-25Jun2020-NSE,27000,29.5,796500,29.49,796230,-270,-0.03%,0,0,0,0,0,0,-270,-0.03%,,%,FnO
NCC-FUT-30Jul2020-NSE,42000,33.91,1424220,33.94,1425480,1260,0.09%,0,0,0,0,0,0,1260,0.09%,,%,FnO
NESTLEIND-FUT-27Aug2020-NSE,200,16752.68,3350536,16644.99,3328998,-21538,-0.64%,0,0,0,0,0,0,-21538,-0.64%,,%,FnO
NIFTY-FUT-24Sep2020-NSE,6075,11433.27,69457115.25,11483.19,69760379.25,303264,0.44%,0,0,0,0,0,0,303264,0.44%,,%,FnO
NIFTY-FUT-25Feb2021-NSE,4050,14912.32,60394875.75,14750.3,59738715,-656160.75,-1.10%,0,0,0,0,0,0,-656160.75,-1.09%,,%,FnO
NIFTY-FUT-25Jun2020-NSE,16200,9918.44,160678768.5,9903.41,160435221.8,-243546.75,-0.15%,0,0,0,0,0,0,-243546.75,-0.15%,,%,FnO
NIFTY-FUT-25Mar2021-NSE,9750,14901.47,145289323.5,14803.18,144330962.3,-958361.25,-0.09%,0,0,0,0,0,0,-958361.25,-0.66%,,%,FnO
NIFTY-FUT-26Nov2020-NSE,6075,12044.37,73169527.5,11827.78,71853763.5,-1315764,-1.83%,0,0,0,0,0,0,-1315764,-1.80%,,%,FnO
NIFTY-FUT-27Aug2020-NSE,2025,11434.84,23155551,11505.03,23297685.75,142134.75,0.61%,0,0,0,0,0,0,142134.75,0.61%,,%,FnO
NIFTY-FUT-28Jan2021-NSE,13200,14244.69,188029969.5,14293.44,188673441.8,643472.25,0.34%,0,0,0,0,0,0,643472.25,0.34%,,%,FnO
NIFTY-FUT-28May2020-NSE,14175,9149.15,129689262,9183.79,130180243.5,490981.5,0.38%,0,0,0,0,0,0,490981.5,0.38%,,%,FnO
NIFTY-FUT-29Oct2020-NSE,4050,11812.48,47840544,11884.58,48132549,292005,0.61%,0,0,0,0,0,0,292005,0.61%,,%,FnO
NIFTY-FUT-30Apr2020-NSE,14550,9040.81,131543714.3,9051.63,131701178.3,157464,0.12%,0,0,0,0,0,0,157464,0.12%,,%,FnO
NIFTY-FUT-30Jul2020-NSE,15225,10708.29,163033715.3,10741.85,163544731.5,511016.25,0.31%,0,0,0,0,0,0,511016.25,0.31%,,%,FnO
NIFTY-FUT-31Dec2020-NSE,4050,13119.2,53132760,13033.81,52786930.5,-345829.5,-0.66%,0,0,0,0,0,0,-345829.5,-0.65%,,%,FnO
NIFTY-OPT-01Apr2020-CE-8400-NSE,2025,12.77,25859.25,64.57,130754.25,104895,405.64%,0,0,0,0,0,0,104895,405.64%,,%,FnO
NIFTY-OPT-01Apr2020-PE-8300-NSE,2025,80.07,162141.75,87.66,177511.5,15369.75,9.48%,0,0,0,0,0,0,15369.75,9.48%,,%,FnO
NIFTY-OPT-01Apr2020-PE-8400-NSE,2025,167.45,339086.25,84.58,171274.5,-167811.75,-49.49%,0,0,0,0,0,0,-167811.75,-49.49%,,%,FnO
NIFTY-OPT-01Oct2020-CE-11000-NSE,2025,288.41,584030.25,289.2,585630,1599.75,0.27%,0,0,0,0,0,0,1599.75,0.27%,,%,FnO
NIFTY-OPT-01Oct2020-PE-10700-NSE,4050,41.02,166131,61.58,249399,83268,50.12%,0,0,0,0,0,0,83268,50.12%,,%,FnO
NIFTY-OPT-01Oct2020-PE-10800-NSE,4050,16.7,67635,59.57,241258.5,173623.5,71.97%,0,0,0,0,0,0,173623.5,256.71%,,%,FnO
NIFTY-OPT-01Oct2020-PE-10900-NSE,2025,130.42,264100.5,87.22,176620.5,-87480,-49.53%,0,0,0,0,0,0,-87480,-33.12%,,%,FnO
NIFTY-OPT-01Oct2020-PE-11000-NSE,6075,45.89,278781.75,44.22,268636.5,-10145.25,-2.32%,0,0,0,0,0,0,-10145.25,-3.64%,,%,FnO
NIFTY-OPT-01Oct2020-PE-11200-NSE,2025,121.26,245551.5,24.69,49997.25,-195554.25,-79.64%,0,0,0,0,0,0,-195554.25,-79.64%,,%,FnO
NIFTY-OPT-02Jul2020-CE-10200-NSE,5025,307.65,1545941.25,173.52,871938,-674003.25,-77.30%,0,0,0,0,0,0,-674003.25,-43.60%,,%,FnO
NIFTY-OPT-02Jul2020-CE-10300-NSE,5100,79.68,406368,210.1,1071510,665142,163.68%,0,0,0,0,0,0,665142,163.68%,,%,FnO
NIFTY-OPT-02Jul2020-CE-10500-NSE,5100,70.22,358122,23.84,121584,-236538,-194.55%,0,0,0,0,0,0,-236538,-66.05%,,%,FnO
NIFTY-OPT-02Jul2020-PE-10200-NSE,5100,1.14,5814,80.57,410907,405093,98.59%,0,0,0,0,0,0,405093,6967.54%,,%,FnO
NIFTY-OPT-02Jul2020-PE-10500-NSE,5100,2.81,14331,31.14,158814,144483,1008.19%,0,0,0,0,0,0,144483,1008.19%,,%,FnO
NIFTY-OPT-03Dec2020-CE-13000-NSE,2025,110.31,223377.75,64.9,131422.5,-91955.25,-41.17%,0,0,0,0,0,0,-91955.25,-41.17%,,%,FnO
NIFTY-OPT-03Dec2020-CE-13100-NSE,2025,66.97,135614.25,79.19,160359.75,24745.5,18.25%,0,0,0,0,0,0,24745.5,18.25%,,%,FnO
NIFTY-OPT-03Dec2020-PE-12750-NSE,4050,13.04,52812,43.39,175729.5,122917.5,69.95%,0,0,0,0,0,0,122917.5,232.75%,,%,FnO
NIFTY-OPT-03Dec2020-PE-13000-NSE,4050,74.16,300327.75,37.13,150356.25,-149971.5,-44.49%,0,0,0,0,0,0,-149971.5,-49.94%,,%,FnO
NIFTY-OPT-03Dec2020-PE-13100-NSE,4050,28.96,117267.75,53.36,216108,98840.25,84.29%,0,0,0,0,0,0,98840.25,84.29%,,%,FnO
NIFTY-OPT-03Sep2020-CE-11500-NSE,4050,74.41,301340.25,44.46,180063,-121277.25,-46.51%,0,0,0,0,0,0,-121277.25,-40.25%,,%,FnO
NIFTY-OPT-03Sep2020-PE-11400-NSE,4050,9.89,40054.5,43.59,176539.5,136485,77.31%,0,0,0,0,0,0,136485,340.75%,,%,FnO
NIFTY-OPT-03Sep2020-PE-11500-NSE,2025,11.24,22761,39.62,80230.5,57469.5,71.63%,0,0,0,0,0,0,57469.5,252.49%,,%,FnO
NIFTY-OPT-03Sep2020-PE-11600-NSE,6075,96.91,588728.25,84.82,515261.25,-73467,-12.48%,0,0,0,0,0,0,-73467,-12.48%,,%,FnO
NIFTY-OPT-04Feb2021-CE-13700-NSE,4650,306.6,1425675.75,599.96,2789796.75,1364121,95.68%,0,0,0,0,0,0,1364121,95.68%,,%,FnO
NIFTY-OPT-04Feb2021-CE-14000-NSE,4200,635.41,2668722,121.33,509586,-2159136,-423.70%,0,0,0,0,0,0,-2159136,-80.91%,,%,FnO
NIFTY-OPT-04Feb2021-CE-14300-NSE,2025,131.31,265902.75,353.37,715574.25,449671.5,169.11%,0,0,0,0,0,0,449671.5,169.11%,,%,FnO
NIFTY-OPT-04Feb2021-CE-14800-NSE,2025,42.36,85779,49.6,100440,14661,17.09%,0,0,0,0,0,0,14661,17.09%,,%,FnO
NIFTY-OPT-04Feb2021-PE-13900-NSE,2025,210.47,426201.75,226.02,457690.5,31488.75,7.39%,0,0,0,0,0,0,31488.75,7.39%,,%,FnO
NIFTY-OPT-04Feb2021-PE-14400-NSE,2025,46.12,93393,45.34,91813.5,-1579.5,-1.69%,0,0,0,0,0,0,-1579.5,-1.69%,,%,FnO
NIFTY-OPT-04Feb2021-PE-14600-NSE,2025,3.39,6864.75,41.74,84523.5,77658.75,91.88%,0,0,0,0,0,0,77658.75,1131.27%,,%,FnO
NIFTY-OPT-04Feb2021-PE-14750-NSE,2025,0,0,49.66,100561.5,100561.5,100.00%,0,0,0,0,0,0,100561.5,0.00%,,%,FnO
NIFTY-OPT-04Jun2020-CE-10000-NSE,4050,15.94,64557,34.14,138267,73710,114.18%,0,0,0,0,0,0,73710,114.18%,,%,FnO
NIFTY-OPT-04Jun2020-CE-9800-NSE,2025,147.42,298525.5,165.08,334287,35761.5,11.98%,0,0,0,0,0,0,35761.5,11.98%,,%,FnO
NIFTY-OPT-04Jun2020-CE-9900-NSE,4050,151.53,613676.25,79.43,321691.5,-291984.75,-69.68%,0,0,0,0,0,0,-291984.75,-47.58%,,%,FnO
NIFTY-OPT-04Jun2020-PE-10000-NSE,4050,28.76,116478,33.43,135391.5,18913.5,14.31%,0,0,0,0,0,0,18913.5,16.24%,,%,FnO
NIFTY-OPT-04Jun2020-PE-9800-NSE,2025,8.72,17658,73.13,148088.25,130430.25,88.08%,0,0,0,0,0,0,130430.25,738.65%,,%,FnO
NIFTY-OPT-04Mar2021-CE-14900-NSE,2025,218.05,441551.25,298.48,604422,162870.75,36.89%,0,0,0,0,0,0,162870.75,36.89%,,%,FnO
NIFTY-OPT-04Mar2021-PE-14500-NSE,2025,14.45,29261.25,91.91,186117.75,156856.5,84.28%,0,0,0,0,0,0,156856.5,536.06%,,%,FnO
NIFTY-OPT-04Mar2021-PE-14600-NSE,1050,20.15,21157.5,79.82,83811,62653.5,74.76%,0,0,0,0,0,0,62653.5,296.13%,,%,FnO
NIFTY-OPT-04Mar2021-PE-14700-NSE,2025,10.67,21606.75,47.66,96511.5,74904.75,77.61%,0,0,0,0,0,0,74904.75,346.67%,,%,FnO
NIFTY-OPT-04Mar2021-PE-14900-NSE,6075,67.48,409941,44.88,272646,-137295,-26.91%,0,0,0,0,0,0,-137295,-33.49%,,%,FnO
NIFTY-OPT-04Mar2021-PE-15100-NSE,2025,12.48,25272,31.71,64212.75,38940.75,154.09%,0,0,0,0,0,0,38940.75,154.09%,,%,FnO
NIFTY-OPT-05Nov2020-CE-11800-NSE,2025,247.33,500843.25,97,196425,-304418.25,-154.98%,0,0,0,0,0,0,-304418.25,-60.78%,,%,FnO
NIFTY-OPT-05Nov2020-PE-11400-NSE,2025,14.34,29038.5,63.36,128304,99265.5,77.37%,0,0,0,0,0,0,99265.5,341.84%,,%,FnO
NIFTY-OPT-05Nov2020-PE-11500-NSE,6075,13.84,84078,100.24,608937.75,524859.75,86.19%,0,0,0,0,0,0,524859.75,624.25%,,%,FnO
NIFTY-OPT-05Nov2020-PE-11600-NSE,4050,21.88,88614,31.5,127575,38961,43.97%,0,0,0,0,0,0,38961,43.97%,,%,FnO
NIFTY-OPT-05Nov2020-PE-11800-NSE,5175,141.8,733824.75,76.71,396974.25,-336850.5,-38.22%,0,0,0,0,0,0,-336850.5,-45.90%,,%,FnO
NIFTY-OPT-05Nov2020-PE-12000-NSE,2025,0,0,19.34,39163.5,39163.5,0.00%,0,0,0,0,0,0,39163.5,0.00%,,%,FnO
NIFTY-OPT-06Aug2020-CE-11000-NSE,6075,115.74,703120.5,102.59,623234.25,-79886.25,-12.82%,0,0,0,0,0,0,-79886.25,-11.36%,,%,FnO
NIFTY-OPT-06Aug2020-CE-11100-NSE,4950,54.32,268884,77.68,384516,115632,43.00%,0,0,0,0,0,0,115632,43.00%,,%,FnO
NIFTY-OPT-06Aug2020-CE-11200-NSE,4950,23.75,117562.5,23.06,114147,-3415.5,-2.99%,0,0,0,0,0,0,-3415.5,-2.91%,,%,FnO
NIFTY-OPT-06Aug2020-PE-10800-NSE,2025,16.75,33918.75,41.22,83470.5,49551.75,59.36%,0,0,0,0,0,0,49551.75,146.09%,,%,FnO
NIFTY-OPT-06Aug2020-PE-11000-NSE,11100,5.05,56085,29.45,326850,270765,70.71%,0,0,0,0,0,0,270765,482.78%,,%,FnO
NIFTY-OPT-06Aug2020-PE-11100-NSE,5025,51.63,259440.75,1.86,9346.5,-250094.25,-96.40%,0,0,0,0,0,0,-250094.25,-96.40%,,%,FnO
NIFTY-OPT-07Jan2021-CE-14100-NSE,2025,95.29,192962.25,100.95,204423.75,11461.5,5.61%,0,0,0,0,0,0,11461.5,5.94%,,%,FnO
NIFTY-OPT-07Jan2021-PE-13700-NSE,2025,22.19,44934.75,42.77,86609.25,41674.5,48.12%,0,0,0,0,0,0,41674.5,92.74%,,%,FnO
NIFTY-OPT-07Jan2021-PE-13750-NSE,4050,5.93,24016.5,29.23,118381.5,94365,79.71%,0,0,0,0,0,0,94365,392.92%,,%,FnO
NIFTY-OPT-07Jan2021-PE-14100-NSE,4050,4.74,19197,53.13,215176.5,195979.5,91.08%,0,0,0,0,0,0,195979.5,1020.89%,,%,FnO
NIFTY-OPT-07May2020-CE-9200-NSE,4050,42.75,173137.5,56.38,228339,55201.5,31.88%,0,0,0,0,0,0,55201.5,31.88%,,%,FnO
NIFTY-OPT-07May2020-CE-9250-NSE,2025,35.36,71604,27.31,55302.75,-16301.25,-22.77%,0,0,0,0,0,0,-16301.25,-22.77%,,%,FnO
NIFTY-OPT-07May2020-CE-9300-NSE,2025,18.35,37158.75,42.62,86305.5,49146.75,56.95%,0,0,0,0,0,0,49146.75,132.26%,,%,FnO
NIFTY-OPT-07May2020-CE-9400-NSE,2025,52.37,106049.25,65.59,132819.75,26770.5,20.16%,0,0,0,0,0,0,26770.5,25.24%,,%,FnO
NIFTY-OPT-07May2020-CE-9500-NSE,2025,11.74,23773.5,75.78,153454.5,129681,84.51%,0,0,0,0,0,0,129681,545.49%,,%,FnO
NIFTY-OPT-07May2020-CE-9600-NSE,2025,23.26,47101.5,82.62,167305.5,120204,71.85%,0,0,0,0,0,0,120204,255.20%,,%,FnO
NIFTY-OPT-07May2020-CE-9800-NSE,2025,128.51,260232.75,137.51,278457.75,18225,7.00%,0,0,0,0,0,0,18225,7.00%,,%,FnO
NIFTY-OPT-07May2020-PE-9200-NSE,2025,16.15,32703.75,39.6,80190,47486.25,145.20%,0,0,0,0,0,0,47486.25,145.20%,,%,FnO
NIFTY-OPT-07May2020-PE-9300-NSE,2025,98.4,199260,81.57,165179.25,-34080.75,-20.63%,0,0,0,0,0,0,-34080.75,-17.10%,,%,FnO
NIFTY-OPT-07May2020-PE-9600-NSE,2025,408.6,827415,69.64,141021,-686394,-486.73%,0,0,0,0,0,0,-686394,-82.96%,,%,FnO
NIFTY-OPT-08Oct2020-PE-11600-NSE,2025,0.99,2004.75,20.14,40783.5,38778.75,95.08%,0,0,0,0,0,0,38778.75,1934.34%,,%,FnO
NIFTY-OPT-09Apr2020-CE-8750-NSE,4050,113.9,461295,138.01,558940.5,97645.5,21.17%,0,0,0,0,0,0,97645.5,21.17%,,%,FnO
NIFTY-OPT-09Apr2020-CE-9000-NSE,2025,51.27,103821.75,35.73,72353.25,-31468.5,-30.31%,0,0,0,0,0,0,-31468.5,-30.31%,,%,FnO
NIFTY-OPT-09Apr2020-PE-8750-NSE,2025,140.42,284350.5,132.52,268353,-15997.5,-5.63%,0,0,0,0,0,0,-15997.5,-5.63%,,%,FnO
NIFTY-OPT-09Apr2020-PE-8800-NSE,2025,4.11,8322.75,27.21,55100.25,46777.5,562.04%,0,0,0,0,0,0,46777.5,562.04%,,%,FnO
NIFTY-OPT-09Apr2020-PE-8900-NSE,2025,6.55,13263.75,29.61,59960.25,46696.5,352.06%,0,0,0,0,0,0,46696.5,352.06%,,%,FnO
NIFTY-OPT-09Apr2020-PE-9000-NSE,2025,9.23,18690.75,20.76,42039,23348.25,124.92%,0,0,0,0,0,0,23348.25,124.92%,,%,FnO
NIFTY-OPT-09Jul2020-PE-10400-NSE,5100,4.84,24684,61.6,314160,289476,92.14%,0,0,0,0,0,0,289476,1172.73%,,%,FnO
NIFTY-OPT-09Jul2020-PE-10650-NSE,3975,11.24,44679,24.64,97944,53265,54.38%,0,0,0,0,0,0,53265,119.22%,,%,FnO
NIFTY-OPT-10Dec2020-PE-13000-NSE,4050,9.97,40378.5,46.11,186725.25,146346.75,78.38%,0,0,0,0,0,0,146346.75,362.44%,,%,FnO
NIFTY-OPT-10Dec2020-PE-13200-NSE,2025,5.79,11724.75,31.03,62835.75,51111,81.34%,0,0,0,0,0,0,51111,435.92%,,%,FnO
NIFTY-OPT-10Dec2020-PE-13350-NSE,2025,13.84,28026,33,66825,38799,58.06%,0,0,0,0,0,0,38799,138.44%,,%,FnO
NIFTY-OPT-10Dec2020-PE-13400-NSE,5100,0,0,19.63,100113,100113,100.00%,0,0,0,0,0,0,100113,0.00%,,%,FnO
NIFTY-OPT-10Mar2021-CE-14900-NSE,2025,197.57,400079.25,238.49,482942.25,82863,20.71%,0,0,0,0,0,0,82863,20.71%,,%,FnO
NIFTY-OPT-10Mar2021-CE-15000-NSE,2025,199.47,403926.75,74.18,150214.5,-253712.25,-168.90%,0,0,0,0,0,0,-253712.25,-62.81%,,%,FnO
NIFTY-OPT-10Mar2021-CE-15150-NSE,2025,20.23,40965.75,45.7,92542.5,51576.75,125.90%,0,0,0,0,0,0,51576.75,125.90%,,%,FnO
NIFTY-OPT-10Mar2021-CE-15200-NSE,4050,93.35,378047.25,96.11,389245.5,11198.25,2.12%,0,0,0,0,0,0,11198.25,2.96%,,%,FnO
NIFTY-OPT-10Mar2021-PE-14400-NSE,2025,66.77,135209.25,64.69,130997.25,-4212,-3.12%,0,0,0,0,0,0,-4212,-3.12%,,%,FnO
NIFTY-OPT-10Mar2021-PE-14650-NSE,4050,10.09,40864.5,110.33,446836.5,405972,90.85%,0,0,0,0,0,0,405972,993.46%,,%,FnO
NIFTY-OPT-10Mar2021-PE-15000-NSE,6300,81.53,513639,42.74,269283,-244356,-38.67%,0,0,0,0,0,0,-244356,-47.57%,,%,FnO
NIFTY-OPT-10Mar2021-PE-15150-NSE,2025,4.76,9639,26.66,53986.5,44347.5,460.08%,0,0,0,0,0,0,44347.5,460.08%,,%,FnO
NIFTY-OPT-10Sep2020-CE-11300-NSE,2025,56,113400,24.19,48984.75,-64415.25,-131.50%,0,0,0,0,0,0,-64415.25,-56.80%,,%,FnO
NIFTY-OPT-10Sep2020-CE-11350-NSE,2025,20.4,41310,19.8,40095,-1215,-2.94%,0,0,0,0,0,0,-1215,-2.94%,,%,FnO
NIFTY-OPT-10Sep2020-CE-11400-NSE,2025,11.24,22761,47.08,95337,72576,76.13%,0,0,0,0,0,0,72576,318.86%,,%,FnO
NIFTY-OPT-10Sep2020-CE-11500-NSE,2025,5.53,11198.25,62.1,125752.5,114554.25,91.10%,0,0,0,0,0,0,114554.25,1022.97%,,%,FnO
NIFTY-OPT-10Sep2020-CE-11700-NSE,2025,15.85,32096.25,41.72,84483,52386.75,62.01%,0,0,0,0,0,0,52386.75,163.22%,,%,FnO
NIFTY-OPT-10Sep2020-PE-11300-NSE,2025,12.89,26102.25,42.11,85272.75,59170.5,69.39%,0,0,0,0,0,0,59170.5,226.69%,,%,FnO
NIFTY-OPT-10Sep2020-PE-11400-NSE,2025,153.41,310655.25,60,121500,-189155.25,-155.68%,0,0,0,0,0,0,-189155.25,-60.89%,,%,FnO
NIFTY-OPT-11Feb2021-PE-14600-NSE,4050,7.39,29929.5,69.78,282588.75,252659.25,89.41%,0,0,0,0,0,0,252659.25,844.18%,,%,FnO
NIFTY-OPT-11Feb2021-PE-14950-NSE,2025,0,0,49.22,99670.5,99670.5,100.00%,0,0,0,0,0,0,99670.5,0.00%,,%,FnO
NIFTY-OPT-11Jun2020-CE-10000-NSE,3000,2.26,6780,36.52,109560,102780,1515.93%,0,0,0,0,0,0,102780,1515.93%,,%,FnO
NIFTY-OPT-11Jun2020-CE-10200-NSE,2025,51.36,104004,87.66,177511.5,73507.5,70.68%,0,0,0,0,0,0,73507.5,70.68%,,%,FnO
NIFTY-OPT-11Jun2020-PE-10000-NSE,4050,98.5,398925,33.15,134257.5,-264667.5,-66.35%,0,0,0,0,0,0,-264667.5,-66.35%,,%,FnO
NIFTY-OPT-11Jun2020-PE-10200-NSE,2025,161.44,326916,123.63,250350.75,-76565.25,-23.42%,0,0,0,0,0,0,-76565.25,-23.42%,,%,FnO
NIFTY-OPT-11Jun2020-PE-9900-NSE,4050,7.04,28512,53.14,215196.75,186684.75,86.75%,0,0,0,0,0,0,186684.75,654.76%,,%,FnO
NIFTY-OPT-11Jun2020-PE-9950-NSE,4050,13.37,54148.5,47.47,192253.5,138105,255.05%,0,0,0,0,0,0,138105,255.05%,,%,FnO
NIFTY-OPT-12Nov2020-CE-12100-NSE,2025,138.83,281130.75,193.48,391797,110666.25,39.36%,0,0,0,0,0,0,110666.25,39.36%,,%,FnO
NIFTY-OPT-12Nov2020-PE-12000-NSE,4050,6.54,26487,45.79,185449.5,158962.5,85.72%,0,0,0,0,0,0,158962.5,600.15%,,%,FnO
NIFTY-OPT-12Nov2020-PE-12200-NSE,4575,15.28,69906,36.8,168375,98469,58.48%,0,0,0,0,0,0,98469,140.86%,,%,FnO
NIFTY-OPT-12Nov2020-PE-12400-NSE,1650,11.69,19288.5,51.75,85387.5,66099,77.41%,0,0,0,0,0,0,66099,342.69%,,%,FnO
NIFTY-OPT-12Nov2020-PE-12550-NSE,2025,6.29,12737.25,33.03,66885.75,54148.5,80.96%,0,0,0,0,0,0,54148.5,425.12%,,%,FnO
NIFTY-OPT-13Aug2020-CE-11300-NSE,5100,66.27,337977,51.05,260355,-77622,-29.81%,0,0,0,0,0,0,-77622,-22.97%,,%,FnO
NIFTY-OPT-13Aug2020-PE-11000-NSE,5100,32.29,164679,41.77,213027,48348,22.70%,0,0,0,0,0,0,48348,29.36%,,%,FnO
