Instrument,SoldQuantity,BuyAvg,BuyValue,SellAvg,SellValue,NetRealizedPnL,RealisedGLPerc,CloseQuantityAsOnLastDay,BuyAvgOpenPrice,SellAvgPrice,CMP,NetUnrealizedPnL,NetUnrealizedPnlPerc,TotalGL,TotalGLPerc,DayGL,DayGLPerc,AssetType
BANKNIFTY-OPT-15Oct2020-CE-24000-NSE,2000,3.64,7280,18.1,36200,28920,397.25%,0,0,0,0,0,0,28920,397.25%,,%,FnO
BANKNIFTY-OPT-15Oct2020-CE-24200-NSE,2000,8.81,17620,179.19,358380,340760,95.08%,0,0,0,0,0,0,340760,1933.94%,,%,FnO
BANKNIFTY-OPT-15Oct2020-PE-22500-NSE,1000,12.59,12590,136.04,136040,123450,90.75%,0,0,0,0,0,0,123450,980.54%,,%,FnO
BANKNIFTY-OPT-15Oct2020-PE-23200-NSE,3000,22.29,66859.5,172.3,516900,450040.5,77.05%,0,0,0,0,0,0,450040.5,673.11%,,%,FnO
BANKNIFTY-OPT-15Oct2020-PE-23300-NSE,2000,62.73,125460,88.18,176360,50900,40.57%,0,0,0,0,0,0,50900,40.57%,,%,FnO
BANKNIFTY-OPT-15Oct2020-PE-23500-NSE,3250,50.02,162548.75,259.04,841880,679331.25,80.54%,0,0,0,0,0,0,679331.25,417.92%,,%,FnO
BANKNIFTY-OPT-15Oct2020-PE-23700-NSE,2000,353.07,706140,33.76,67520,-638620,-90.44%,0,0,0,0,0,0,-638620,-90.44%,,%,FnO
BANKNIFTY-OPT-16Apr2020-CE-19000-NSE,3000,194.71,584130,153.07,459210,-124920,-21.39%,0,0,0,0,0,0,-124920,-21.39%,,%,FnO
BANKNIFTY-OPT-16Apr2020-CE-19200-NSE,2000,152.12,304240,79.93,159860,-144380,-90.32%,0,0,0,0,0,0,-144380,-47.46%,,%,FnO
BANKNIFTY-OPT-16Apr2020-CE-19400-NSE,2000,36,72000,39.02,78040,6040,8.39%,0,0,0,0,0,0,6040,8.39%,,%,FnO
BANKNIFTY-OPT-16Apr2020-CE-19500-NSE,3000,85.2,255610,54.98,164950,-90660,-54.61%,0,0,0,0,0,0,-90660,-35.47%,,%,FnO
BANKNIFTY-OPT-16Apr2020-CE-20000-NSE,500,54.08,27040,230.77,115385,88345,326.72%,0,0,0,0,0,0,88345,326.72%,,%,FnO
BANKNIFTY-OPT-16Apr2020-CE-20500-NSE,2000,23.46,46920,96.6,193200,146280,311.76%,0,0,0,0,0,0,146280,311.76%,,%,FnO
BANKNIFTY-OPT-16Apr2020-CE-21000-NSE,3000,53.76,161265,134.08,402240,240975,81.52%,0,0,0,0,0,0,240975,149.43%,,%,FnO
BANKNIFTY-OPT-16Apr2020-PE-18500-NSE,5580,122.92,685888.4,242.4,1352606.2,666717.8,48.26%,0,0,0,0,0,0,666717.8,97.20%,,%,FnO
BANKNIFTY-OPT-16Apr2020-PE-18800-NSE,2000,41.86,83720,89.88,179760,96040,114.72%,0,0,0,0,0,0,96040,114.72%,,%,FnO
BANKNIFTY-OPT-16Apr2020-PE-19000-NSE,4000,222.05,888180,148.8,595200,-292980,-28.67%,0,0,0,0,0,0,-292980,-32.99%,,%,FnO
BANKNIFTY-OPT-16Apr2020-PE-19200-NSE,2000,16.9,33800,151.74,303480,269680,797.87%,0,0,0,0,0,0,269680,797.87%,,%,FnO
BANKNIFTY-OPT-16Apr2020-PE-19500-NSE,2020,644.94,1302780.6,390.75,789316.6,-513464,-45.46%,0,0,0,0,0,0,-513464,-39.41%,,%,FnO
BANKNIFTY-OPT-16Jul2020-CE-21400-NSE,2000,44.33,88660,59.31,118620,29960,33.79%,0,0,0,0,0,0,29960,33.79%,,%,FnO
BANKNIFTY-OPT-16Jul2020-CE-21500-NSE,2000,9.61,19220,37.89,75780,56560,294.28%,0,0,0,0,0,0,56560,294.28%,,%,FnO
BANKNIFTY-OPT-16Jul2020-CE-21800-NSE,2000,14.44,28880,64.04,128080,99200,77.45%,0,0,0,0,0,0,99200,343.49%,,%,FnO
BANKNIFTY-OPT-16Jul2020-CE-22200-NSE,6000,70.8,424780,94.24,565420,140640,28.75%,0,0,0,0,0,0,140640,33.11%,,%,FnO
BANKNIFTY-OPT-16Jul2020-CE-22500-NSE,2000,10.99,21980,74.93,149860,127880,85.33%,0,0,0,0,0,0,127880,581.80%,,%,FnO
BANKNIFTY-OPT-16Jul2020-CE-22800-NSE,2000,39.64,79280,56.09,112180,32900,41.50%,0,0,0,0,0,0,32900,41.50%,,%,FnO
BANKNIFTY-OPT-16Jul2020-CE-22900-NSE,2000,426.15,852300,254.9,509800,-342500,-40.19%,0,0,0,0,0,0,-342500,-40.19%,,%,FnO
BANKNIFTY-OPT-16Jul2020-CE-23000-NSE,4000,269.7,1078800,158.84,635360,-443440,-33.08%,0,0,0,0,0,0,-443440,-41.10%,,%,FnO
BANKNIFTY-OPT-16Jul2020-CE-23500-NSE,6000,76.7,460180,169.5,1016980,556800,48.29%,0,0,0,0,0,0,556800,121.00%,,%,FnO
BANKNIFTY-OPT-16Jul2020-PE-21000-NSE,1000,28.45,28450,173.92,173920,145470,83.64%,0,0,0,0,0,0,145470,511.32%,,%,FnO
BANKNIFTY-OPT-16Jul2020-PE-21200-NSE,2000,310.06,620120,242.14,484280,-135840,-21.91%,0,0,0,0,0,0,-135840,-21.91%,,%,FnO
BANKNIFTY-OPT-16Jul2020-PE-21500-NSE,680,79.02,53733.6,97.99,66633.2,12899.6,24.01%,0,0,0,0,0,0,12899.6,24.01%,,%,FnO
BANKNIFTY-OPT-16Jul2020-PE-21800-NSE,4000,370.96,1483820,165.33,661320,-822500,-130.81%,0,0,0,0,0,0,-822500,-55.43%,,%,FnO
BANKNIFTY-OPT-16Jul2020-PE-22500-NSE,6000,376.09,2256540,317.27,1903620,-352920,-15.64%,0,0,0,0,0,0,-352920,-15.64%,,%,FnO
BANKNIFTY-OPT-16Jul2020-PE-22900-NSE,2000,457.37,914740,560.5,1121000,206260,22.55%,0,0,0,0,0,0,206260,22.55%,,%,FnO
BANKNIFTY-OPT-17Dec2020-CE-31000-NSE,2000,366.03,732060,109.07,218140,-513920,-70.20%,0,0,0,0,0,0,-513920,-70.20%,,%,FnO
BANKNIFTY-OPT-17Dec2020-CE-31200-NSE,1500,36.83,55245,178.1,267150,211905,79.32%,0,0,0,0,0,0,211905,383.57%,,%,FnO
BANKNIFTY-OPT-17Dec2020-CE-31500-NSE,2000,21.97,43940,109.17,218340,174400,79.88%,0,0,0,0,0,0,174400,396.90%,,%,FnO
BANKNIFTY-OPT-17Dec2020-PE-30000-NSE,1000,217.95,217950,179,179000,-38950,-21.76%,0,0,0,0,0,0,-38950,-17.87%,,%,FnO
BANKNIFTY-OPT-17Dec2020-PE-30300-NSE,1500,50.39,75585,182.1,273150,197565,72.33%,0,0,0,0,0,0,197565,261.38%,,%,FnO
BANKNIFTY-OPT-17Dec2020-PE-30500-NSE,3500,202.77,709690,174.1,609360,-100330,-10.78%,0,0,0,0,0,0,-100330,-14.14%,,%,FnO
BANKNIFTY-OPT-17Dec2020-PE-30700-NSE,2000,6.84,13680,36.13,72260,58580,428.22%,0,0,0,0,0,0,58580,428.22%,,%,FnO
BANKNIFTY-OPT-17Sep2020-CE-22300-NSE,1000,138.75,138750,135.32,135320,-3430,-2.47%,0,0,0,0,0,0,-3430,-2.47%,,%,FnO
BANKNIFTY-OPT-17Sep2020-CE-22700-NSE,25,255.72,6393,221.05,5526.25,-866.75,-15.68%,0,0,0,0,0,0,-866.75,-13.56%,,%,FnO
BANKNIFTY-OPT-17Sep2020-CE-22800-NSE,1000,128.81,128810,89.11,89110,-39700,-30.82%,0,0,0,0,0,0,-39700,-30.82%,,%,FnO
BANKNIFTY-OPT-17Sep2020-CE-23000-NSE,2000,42.68,85360,30.97,61940,-23420,-27.44%,0,0,0,0,0,0,-23420,-27.44%,,%,FnO
BANKNIFTY-OPT-17Sep2020-CE-23200-NSE,2000,19.76,39520,94.14,188280,148760,79.01%,0,0,0,0,0,0,148760,376.42%,,%,FnO
BANKNIFTY-OPT-17Sep2020-PE-21800-NSE,6000,52.54,315240,134.65,807920,492680,20.30%,0,0,0,0,0,0,492680,156.29%,,%,FnO
BANKNIFTY-OPT-17Sep2020-PE-22200-NSE,2500,56.44,141100,60.22,150550,9450,6.28%,0,0,0,0,0,0,9450,6.70%,,%,FnO
BANKNIFTY-OPT-17Sep2020-PE-22300-NSE,2000,16.65,33300,64.5,129000,95700,287.39%,0,0,0,0,0,0,95700,287.39%,,%,FnO
BANKNIFTY-OPT-17Sep2020-PE-22500-NSE,6000,369.57,2217420,324.68,1948100,-269320,-12.15%,0,0,0,0,0,0,-269320,-12.15%,,%,FnO
BANKNIFTY-OPT-18Feb2021-CE-36500-NSE,25,551.17,13779.25,848.09,21202.25,7423,53.87%,0,0,0,0,0,0,7423,53.87%,,%,FnO
BANKNIFTY-OPT-18Feb2021-CE-36700-NSE,1000,63.92,63920,110.72,110720,46800,73.22%,0,0,0,0,0,0,46800,73.22%,,%,FnO
BANKNIFTY-OPT-18Feb2021-CE-37000-NSE,3000,285.65,856950,96.46,289380,-567570,-66.23%,0,0,0,0,0,0,-567570,-66.23%,,%,FnO
BANKNIFTY-OPT-18Feb2021-CE-37200-NSE,1000,12.35,12350,41.19,41190,28840,233.52%,0,0,0,0,0,0,28840,233.52%,,%,FnO
BANKNIFTY-OPT-18Feb2021-CE-37500-NSE,5000,29.05,145250,118.87,594350,449100,76.38%,0,0,0,0,0,0,449100,309.19%,,%,FnO
BANKNIFTY-OPT-18Feb2021-PE-35500-NSE,3000,168.35,505060,271.31,813930,308870,41.71%,0,0,0,0,0,0,308870,61.16%,,%,FnO
BANKNIFTY-OPT-18Feb2021-PE-36500-NSE,1500,691.26,1036890,312.94,469410,-567480,-54.73%,0,0,0,0,0,0,-567480,-54.73%,,%,FnO
BANKNIFTY-OPT-18Feb2021-PE-36700-NSE,1000,241.65,241650,81.6,81600,-160050,-66.23%,0,0,0,0,0,0,-160050,-66.23%,,%,FnO
BANKNIFTY-OPT-18Feb2021-PE-37000-NSE,500,389.39,194695,181.88,90940,-103755,-114.09%,0,0,0,0,0,0,-103755,-53.29%,,%,FnO
BANKNIFTY-OPT-18Jun2020-CE-20500-NSE,3500,318.37,1114295,172.7,604460,-509835,-45.75%,0,0,0,0,0,0,-509835,-45.75%,,%,FnO
BANKNIFTY-OPT-18Jun2020-CE-20900-NSE,2000,39.39,78780,33.09,66180,-12600,-15.99%,0,0,0,0,0,0,-12600,-15.99%,,%,FnO
BANKNIFTY-OPT-18Jun2020-CE-21000-NSE,3000,22,66000,246.59,739780,673780,91.08%,0,0,0,0,0,0,673780,1020.88%,,%,FnO
BANKNIFTY-OPT-18Jun2020-PE-19500-NSE,4080,83.45,340476,280.96,1146316.8,805840.8,20.51%,0,0,0,0,0,0,805840.8,236.68%,,%,FnO
BANKNIFTY-OPT-18Jun2020-PE-19800-NSE,2000,16.39,32780,43.95,87900,55120,168.15%,0,0,0,0,0,0,55120,168.15%,,%,FnO
BANKNIFTY-OPT-18Jun2020-PE-20000-NSE,2000,5.65,11300,28.89,57780,46480,411.33%,0,0,0,0,0,0,46480,411.33%,,%,FnO
BANKNIFTY-OPT-18Jun2020-PE-20500-NSE,4020,551.22,2215921.2,408.04,1640320.8,-575600.4,-26.68%,0,0,0,0,0,0,-575600.4,-25.98%,,%,FnO
BANKNIFTY-OPT-18Jun2020-PE-20900-NSE,2000,59.23,118460,7.48,14960,-103500,-87.37%,0,0,0,0,0,0,-103500,-87.37%,,%,FnO
BANKNIFTY-OPT-18Mar2021-CE-34500-NSE,1000,0,0,72.99,72990,72990,100.00%,0,0,0,0,0,0,72990,0.00%,,%,FnO
BANKNIFTY-OPT-18Mar2021-CE-34800-NSE,700,13.96,9772,49.98,34986,25214,258.02%,0,0,0,0,0,0,25214,258.02%,,%,FnO
BANKNIFTY-OPT-18Mar2021-CE-35000-NSE,4000,601.06,2404240,449.01,1796020,-608220,-25.30%,0,0,0,0,0,0,-608220,-25.30%,,%,FnO
BANKNIFTY-OPT-18Mar2021-CE-35500-NSE,1000,43.8,43800,89.1,89100,45300,103.42%,0,0,0,0,0,0,45300,103.42%,,%,FnO
BANKNIFTY-OPT-18Mar2021-CE-36000-NSE,6000,237.31,1423860,379.89,2279310,855450,43.31%,0,0,0,0,0,0,855450,60.08%,,%,FnO
BANKNIFTY-OPT-18Mar2021-CE-37000-NSE,3000,221.28,663850,220.21,660630,-3220,-0.49%,0,0,0,0,0,0,-3220,-0.49%,,%,FnO
BANKNIFTY-OPT-18Mar2021-CE-38000-NSE,500,18.32,9160,79.15,39575,30415,76.85%,0,0,0,0,0,0,30415,332.04%,,%,FnO
BANKNIFTY-OPT-18Mar2021-PE-33500-NSE,1000,41.22,41220,181.09,181090,139870,77.24%,0,0,0,0,0,0,139870,339.33%,,%,FnO
BANKNIFTY-OPT-18Mar2021-PE-34500-NSE,500,501.14,250570,268.99,134495,-116075,-86.30%,0,0,0,0,0,0,-116075,-46.32%,,%,FnO
BANKNIFTY-OPT-18Mar2021-PE-34600-NSE,2000,443.99,887970,154.83,309660,-578310,-77.96%,0,0,0,0,0,0,-578310,-65.13%,,%,FnO
BANKNIFTY-OPT-18Mar2021-PE-35000-NSE,1000,269.98,269980,400.74,400740,130760,32.63%,0,0,0,0,0,0,130760,48.43%,,%,FnO
BANKNIFTY-OPT-18Mar2021-PE-36000-NSE,500,810.48,405240,384.44,192220,-213020,-52.57%,0,0,0,0,0,0,-213020,-52.57%,,%,FnO
BANKNIFTY-OPT-19Nov2020-CE-28500-NSE,2075,695.23,1442602.25,563.45,1169158.75,-273443.5,-18.95%,0,0,0,0,0,0,-273443.5,-18.95%,,%,FnO
BANKNIFTY-OPT-19Nov2020-CE-29500-NSE,3000,10.15,30450,186.48,559430,528980,94.56%,0,0,0,0,0,0,528980,1737.21%,,%,FnO
BANKNIFTY-OPT-19Nov2020-CE-29700-NSE,2000,250.96,501920,73.21,146420,-355500,-70.83%,0,0,0,0,0,0,-355500,-70.83%,,%,FnO
BANKNIFTY-OPT-19Nov2020-PE-27500-NSE,4000,15.82,63280,261.03,1044120,980840,93.94%,0,0,0,0,0,0,980840,1550.00%,,%,FnO
BANKNIFTY-OPT-19Nov2020-PE-28000-NSE,500,17.4,8700,206.61,103305,94605,91.58%,0,0,0,0,0,0,94605,1087.41%,,%,FnO
BANKNIFTY-OPT-19Nov2020-PE-28500-NSE,4000,337.26,1349040,161.94,647740,-701300,-44.06%,0,0,0,0,0,0,-701300,-51.99%,,%,FnO
BANKNIFTY-OPT-19Nov2020-PE-28800-NSE,1000,27.77,27770,92.34,92340,64570,232.52%,0,0,0,0,0,0,64570,232.52%,,%,FnO
BANKNIFTY-OPT-19Nov2020-PE-29000-NSE,4725,12.87,60800.75,41.95,198198.5,137397.75,225.98%,0,0,0,0,0,0,137397.75,225.98%,,%,FnO
BANKNIFTY-OPT-19Nov2020-PE-29200-NSE,2000,28.77,57540,79.47,158940,101400,176.23%,0,0,0,0,0,0,101400,176.23%,,%,FnO
BANKNIFTY-OPT-19Nov2020-PE-29300-NSE,2000,82.91,165820,218.9,437800,271980,164.02%,0,0,0,0,0,0,271980,164.02%,,%,FnO
BANKNIFTY-OPT-19Nov2020-PE-29500-NSE,2000,481.27,962540,104.14,208280,-754260,-78.36%,0,0,0,0,0,0,-754260,-78.36%,,%,FnO
BANKNIFTY-OPT-20Aug2020-CE-22300-NSE,5000,147.57,737870,149.43,747150,9280,1.17%,0,0,0,0,0,0,9280,1.26%,,%,FnO
BANKNIFTY-OPT-20Aug2020-PE-20900-NSE,1000,23.55,23550,74.21,74210,50660,68.27%,0,0,0,0,0,0,50660,215.12%,,%,FnO
BANKNIFTY-OPT-20Aug2020-PE-21400-NSE,1000,14.77,14770,70.11,70110,55340,78.93%,0,0,0,0,0,0,55340,374.68%,,%,FnO
BANKNIFTY-OPT-20Aug2020-PE-21800-NSE,1000,27.17,27170,93.59,93590,66420,70.97%,0,0,0,0,0,0,66420,244.46%,,%,FnO
BANKNIFTY-OPT-20Aug2020-PE-22000-NSE,4000,68.35,273400,65.63,262520,-10880,-4.72%,0,0,0,0,0,0,-10880,-3.98%,,%,FnO
BANKNIFTY-OPT-20Aug2020-PE-22300-NSE,3000,324.29,972880,322.16,966490,-6390,-0.78%,0,0,0,0,0,0,-6390,-0.66%,,%,FnO
BANKNIFTY-OPT-21Jan2021-CE-32800-NSE,3000,102.59,307775,109.43,328290,20515,5.91%,0,0,0,0,0,0,20515,6.67%,,%,FnO
BANKNIFTY-OPT-21Jan2021-PE-32000-NSE,4000,44.84,179360,211,844000,664640,78.75%,0,0,0,0,0,0,664640,370.56%,,%,FnO
BANKNIFTY-OPT-21Jan2021-PE-32500-NSE,2000,20.75,41500,30.24,60480,18980,45.73%,0,0,0,0,0,0,18980,45.73%,,%,FnO
BANKNIFTY-OPT-21Jan2021-PE-32700-NSE,2000,103.79,207580,81.11,162220,-45360,-21.85%,0,0,0,0,0,0,-45360,-21.85%,,%,FnO
BANKNIFTY-OPT-21Jan2021-PE-33000-NSE,2000,633.74,1267480,593.62,1187240,-80240,-6.33%,0,0,0,0,0,0,-80240,-6.33%,,%,FnO
BANKNIFTY-OPT-21May2020-CE-17500-NSE,1500,471.31,706965,283.73,425595,-281370,-39.80%,0,0,0,0,0,0,-281370,-39.80%,,%,FnO
BANKNIFTY-OPT-21May2020-CE-18000-NSE,3500,103.98,363930,161.89,566620,202690,35.77%,0,0,0,0,0,0,202690,55.69%,,%,FnO
BANKNIFTY-OPT-21May2020-CE-18100-NSE,1000,13.95,13950,28.93,28930,14980,107.38%,0,0,0,0,0,0,14980,107.38%,,%,FnO
BANKNIFTY-OPT-21May2020-CE-18500-NSE,1500,28.13,42195,193.8,290700,248505,85.49%,0,0,0,0,0,0,248505,588.94%,,%,FnO
BANKNIFTY-OPT-21May2020-CE-19000-NSE,3500,380.14,1330485,206.8,723800,-606685,-39.39%,0,0,0,0,0,0,-606685,-45.60%,,%,FnO
BANKNIFTY-OPT-21May2020-CE-20000-NSE,2000,43.71,87420,253.73,507460,420040,82.77%,0,0,0,0,0,0,420040,480.49%,,%,FnO
BANKNIFTY-OPT-21May2020-PE-16800-NSE,2500,52.71,131765,131.12,327790,196025,59.80%,0,0,0,0,0,0,196025,148.77%,,%,FnO
BANKNIFTY-OPT-21May2020-PE-17000-NSE,500,206.01,103005,193.8,96900,-6105,-6.30%,0,0,0,0,0,0,-6105,-5.93%,,%,FnO
BANKNIFTY-OPT-21May2020-PE-17200-NSE,500,54.67,27335,138.85,69425,42090,60.63%,0,0,0,0,0,0,42090,153.98%,,%,FnO
BANKNIFTY-OPT-21May2020-PE-17400-NSE,2000,221.23,442460,178.83,357660,-84800,-19.17%,0,0,0,0,0,0,-84800,-19.17%,,%,FnO
BANKNIFTY-OPT-21May2020-PE-17500-NSE,4000,268.67,1074695,205.32,821275,-253420,-20.65%,0,0,0,0,0,0,-253420,-23.58%,,%,FnO
BANKNIFTY-OPT-21May2020-PE-17800-NSE,2000,27.98,55960,41.04,82080,26120,31.82%,0,0,0,0,0,0,26120,46.68%,,%,FnO
BANKNIFTY-OPT-21May2020-PE-18000-NSE,5000,165.68,828400,102.46,512310,-316090,66.38%,0,0,0,0,0,0,-316090,-38.16%,,%,FnO
BANKNIFTY-OPT-21May2020-PE-19000-NSE,2000,543.32,1086640,838.08,1676160,589520,54.25%,0,0,0,0,0,0,589520,54.25%,,%,FnO
BANKNIFTY-OPT-22Oct2020-CE-24000-NSE,2000,449.09,898180,673.46,1346920,448740,49.96%,0,0,0,0,0,0,448740,49.96%,,%,FnO
BANKNIFTY-OPT-22Oct2020-CE-24200-NSE,1000,481.9,481900,347.81,347810,-134090,-38.55%,0,0,0,0,0,0,-134090,-27.83%,,%,FnO
BANKNIFTY-OPT-22Oct2020-CE-24500-NSE,3000,220.43,661290,217.8,653400,-7890,-1.21%,0,0,0,0,0,0,-7890,-1.19%,,%,FnO
BANKNIFTY-OPT-22Oct2020-CE-24700-NSE,4000,191.49,765940,57.9,231580,-534360,-89.76%,0,0,0,0,0,0,-534360,-69.77%,,%,FnO
BANKNIFTY-OPT-22Oct2020-CE-25000-NSE,1500,70.35,105525,128.25,192375,86850,82.30%,0,0,0,0,0,0,86850,82.30%,,%,FnO
BANKNIFTY-OPT-22Oct2020-PE-22500-NSE,500,18.17,9085,220.45,110225,101140,91.76%,0,0,0,0,0,0,101140,1113.26%,,%,FnO
BANKNIFTY-OPT-22Oct2020-PE-23000-NSE,3000,11.04,33120,156.49,469470,436350,92.95%,0,0,0,0,0,0,436350,1317.48%,,%,FnO
BANKNIFTY-OPT-22Oct2020-PE-23500-NSE,2000,14.22,28440,361.04,722080,693640,96.06%,0,0,0,0,0,0,693640,2438.96%,,%,FnO
BANKNIFTY-OPT-22Oct2020-PE-24000-NSE,4000,327.48,1309920,44.69,178760,-1131160,-82.13%,0,0,0,0,0,0,-1131160,-86.35%,,%,FnO
BANKNIFTY-OPT-22Oct2020-PE-24200-NSE,2000,4.26,8520,183.99,367980,359460,97.68%,0,0,0,0,0,0,359460,4219.01%,,%,FnO
BANKNIFTY-OPT-22Oct2020-PE-24400-NSE,5000,44.48,222400,32.66,163300,-59100,-26.57%,0,0,0,0,0,0,-59100,-26.57%,,%,FnO
BANKNIFTY-OPT-23Apr2020-CE-19500-NSE,2000,344.14,688280,173.87,347740,-340540,-49.48%,0,0,0,0,0,0,-340540,-49.48%,,%,FnO
BANKNIFTY-OPT-23Apr2020-CE-20000-NSE,6500,157.08,1021040,140.41,912695,-108345,-10.77%,0,0,0,0,0,0,-108345,-10.61%,,%,FnO
BANKNIFTY-OPT-23Apr2020-CE-20100-NSE,2000,67.11,134220,83.01,166020,31800,23.69%,0,0,0,0,0,0,31800,23.69%,,%,FnO
BANKNIFTY-OPT-23Apr2020-CE-20200-NSE,9000,53.31,479790,76.34,687060,207270,43.20%,0,0,0,0,0,0,207270,43.20%,,%,FnO
BANKNIFTY-OPT-23Apr2020-CE-20300-NSE,2000,38.82,77640,31.46,62920,-14720,-18.96%,0,0,0,0,0,0,-14720,-18.96%,,%,FnO
BANKNIFTY-OPT-23Apr2020-CE-21000-NSE,500,336.19,168095,198.83,99415,-68680,-69.08%,0,0,0,0,0,0,-68680,-40.86%,,%,FnO
BANKNIFTY-OPT-23Apr2020-PE-18200-NSE,2000,48.97,97940,98.86,197720,99780,101.88%,0,0,0,0,0,0,99780,101.88%,,%,FnO
BANKNIFTY-OPT-23Apr2020-PE-18500-NSE,500,119.05,59525,176.84,88420,28895,32.68%,0,0,0,0,0,0,28895,48.54%,,%,FnO
BANKNIFTY-OPT-23Apr2020-PE-19000-NSE,3000,38.49,115480,207.37,622095,506615,81.44%,0,0,0,0,0,0,506615,438.70%,,%,FnO
BANKNIFTY-OPT-23Apr2020-PE-19500-NSE,3500,132.37,463300,48.76,170660,-292640,-52.90%,0,0,0,0,0,0,-292640,-63.16%,,%,FnO
BANKNIFTY-OPT-23Apr2020-PE-19800-NSE,2000,182.21,364420,15.06,30120,-334300,-1109.89%,0,0,0,0,0,0,-334300,-91.73%,,%,FnO
BANKNIFTY-OPT-23Apr2020-PE-20000-NSE,3520,382.33,1345792,221.42,779402.4,-566389.6,-72.67%,0,0,0,0,0,0,-566389.6,-42.09%,,%,FnO
BANKNIFTY-OPT-23Apr2020-PE-20200-NSE,3140,58.9,184946,79.8,250572,65626,35.48%,0,0,0,0,0,0,65626,35.48%,,%,FnO
BANKNIFTY-OPT-23Apr2020-PE-20300-NSE,2000,18.23,36460,20.35,40700,4240,11.63%,0,0,0,0,0,0,4240,11.63%,,%,FnO
BANKNIFTY-OPT-23Apr2020-PE-21000-NSE,760,763.86,580533.6,1661.08,1262420.8,681887.2,117.46%,0,0,0,0,0,0,681887.2,117.46%,,%,FnO
BANKNIFTY-OPT-23Jul2020-CE-22000-NSE,1000,408.19,408190,195.25,195250,-212940,-109.06%,0,0,0,0,0,0,-212940,-52.17%,,%,FnO
BANKNIFTY-OPT-23Jul2020-CE-22500-NSE,1000,548.42,548420,256.26,256260,-292160,-114.01%,0,0,0,0,0,0,-292160,-53.27%,,%,FnO
BANKNIFTY-OPT-23Jul2020-CE-22800-NSE,2000,266.19,532380,146.9,293800,-238580,-44.81%,0,0,0,0,0,0,-238580,-44.81%,,%,FnO
BANKNIFTY-OPT-23Jul2020-CE-23000-NSE,4000,58.04,232160,88.3,353200,121040,52.14%,0,0,0,0,0,0,121040,52.14%,,%,FnO
BANKNIFTY-OPT-23Jul2020-CE-23200-NSE,2000,50.97,101940,95.77,191540,89600,46.78%,0,0,0,0,0,0,89600,87.89%,,%,FnO
BANKNIFTY-OPT-23Jul2020-PE-21000-NSE,5000,23.11,115550,152.95,764750,649200,84.89%,0,0,0,0,0,0,649200,561.83%,,%,FnO
BANKNIFTY-OPT-23Jul2020-PE-21500-NSE,4000,323.81,1295240,41.57,166280,-1128960,-87.16%,0,0,0,0,0,0,-1128960,-87.16%,,%,FnO
BANKNIFTY-OPT-23Jul2020-PE-22000-NSE,4740,190.49,902902.8,170.77,809449.2,-93453.6,-8.73%,0,0,0,0,0,0,-93453.6,-10.35%,,%,FnO
BANKNIFTY-OPT-23Jul2020-PE-22400-NSE,2000,18.33,36660,86.97,173940,137280,78.92%,0,0,0,0,0,0,137280,374.47%,,%,FnO
BANKNIFTY-OPT-23Jul2020-PE-22600-NSE,1000,14.12,14120,43.9,43900,29780,210.91%,0,0,0,0,0,0,29780,210.91%,,%,FnO
BANKNIFTY-OPT-23Jul2020-PE-22800-NSE,4000,20.62,82480,58.7,234800,152320,184.68%,0,0,0,0,0,0,152320,184.68%,,%,FnO
BANKNIFTY-OPT-23Jul2020-PE-23000-NSE,2000,14.26,28520,27.04,54080,25560,89.62%,0,0,0,0,0,0,25560,89.62%,,%,FnO
BANKNIFTY-OPT-24Dec2020-CE-30000-NSE,1500,366.13,549195,212.06,318090,-231105,-72.65%,0,0,0,0,0,0,-231105,-42.08%,,%,FnO
BANKNIFTY-OPT-24Dec2020-CE-30500-NSE,2500,16.51,41275,222.64,556600,515325,92.58%,0,0,0,0,0,0,515325,1248.52%,,%,FnO
BANKNIFTY-OPT-24Dec2020-PE-29000-NSE,500,10.48,5241.25,174,87000,81758.75,-84.22%,0,0,0,0,0,0,81758.75,1559.91%,,%,FnO
BANKNIFTY-OPT-24Dec2020-PE-29500-NSE,3000,107.51,322530,187.92,563760,241230,74.79%,0,0,0,0,0,0,241230,74.79%,,%,FnO
BANKNIFTY-OPT-24Dec2020-PE-29600-NSE,1000,0,0,69.12,69120,69120,100.00%,0,0,0,0,0,0,69120,0.00%,,%,FnO
BANKNIFTY-OPT-24Dec2020-PE-30000-NSE,2500,16.14,40350,120.99,302470,262120,106.47%,0,0,0,0,0,0,262120,649.62%,,%,FnO
BANKNIFTY-OPT-24Dec2020-PE-30500-NSE,1500,568.98,853470,193.08,289620,-563850,-66.07%,0,0,0,0,0,0,-563850,-66.07%,,%,FnO
BANKNIFTY-OPT-24Dec2020-PE-31000-NSE,3000,661.22,1983660,463.95,1391850,-591810,-42.52%,0,0,0,0,0,0,-591810,-29.83%,,%,FnO
BANKNIFTY-OPT-24Dec2020-PE-31500-NSE,1500,789.99,1184985,1157.93,1736895,551910,46.58%,0,0,0,0,0,0,551910,46.58%,,%,FnO
BANKNIFTY-OPT-24Sep2020-CE-20600-NSE,2000,26.88,53760,8.73,17460,-36300,-67.52%,0,0,0,0,0,0,-36300,-67.52%,,%,FnO
BANKNIFTY-OPT-24Sep2020-CE-20900-NSE,2000,13.23,26460,27.22,54440,27980,105.74%,0,0,0,0,0,0,27980,105.74%,,%,FnO
